step,ep,score(50),best,loss,eps
564000,3106,4.48,73,0.8105268926196731,0.01
566000,3107,4.5,73,0.544290827261284,0.01
568000,3109,4.44,73,0.866388511848636,0.01
570000,3113,4.3,73,0.7393748004548252,0.01
572000,3114,4.38,73,0.4243409066437744,0.01
574000,3117,4.32,73,0.8279444229323417,0.01
576000,3119,4.36,73,0.8511495355772786,0.01
578000,3120,4.74,73,0.518513308619149,0.01
580000,3121,4.72,73,0.6751428921939805,0.01
582000,3123,4.86,73,0.7894714135024696,0.01
584000,3128,5.1,73,0.49277454829774797,0.01
586000,3128,5.1,73,0.8395218376512639,0.01
588000,3129,5.68,73,0.7910868548322469,0.01
590000,3132,6.04,73,0.5855706798075698,0.01
592000,3132,6.04,73,0.5099752219580114,0.01
594000,3132,6.04,73,0.36262948880903423,0.01
596000,3133,6.9,73,0.38377857252024117,0.01
598000,3133,6.9,73,0.411131450291723,0.01
600000,3134,7.5,73,0.4931424028659239,0.01
602000,3137,7.94,73,0.6452487262664363,0.01
604000,3141,8.04,73,0.4266061687283218,0.01
606000,3141,8.04,73,0.3930431074020453,0.01
608000,3143,8.54,73,0.8411863692477346,0.01
610000,3146,8.26,73,0.5509960941784083,0.01
612000,3146,8.26,73,0.4525694218673743,0.01
614000,3147,9.02,73,0.4666013423795812,0.01
616000,3148,9.26,73,0.49004184496589004,0.01
618000,3150,9.42,73,0.2769775139214471,0.01
620000,3152,9.76,73,0.4873534557875246,0.01
622000,3153,9.94,73,0.5366334975045174,0.01
624000,3155,10.06,73,0.3604783466155641,0.01
626000,3158,9.88,73,0.40980874256929384,0.01
628000,3160,9.92,73,0.5566058637911919,0.01
630000,3160,9.92,73,0.3699809289094992,0.01
632000,3163,10.24,73,0.16103725669439883,0.01
634000,3164,10.7,73,0.46754646535031497,0.01
636000,3165,10.64,73,0.47545386165147646,0.01
638000,3167,10.76,73,0.23169970243237914,0.01
640000,3168,10.94,73,0.3174066814419348,0.01
642000,3170,10.9,73,0.3466332389577292,0.01
644000,3172,10.74,73,0.5951399691426196,0.01
646000,3173,10.86,73,0.29331700392416676,0.01
